availability_of_water,location,distant_from_school,room_type,apartment_type,price
yes,Hawa dawai ke,10,self contain,bungalow,247484
yes,Jabulo,10,self contain,bungalow,187159
yes,Danbare,10,single room,duplex,129283
yes,Hawa dawai ke,15,self contain,duplex,244862
yes,Hawa dawai ke,10,single room,bungalow,102262
yes,Hawa dawai ke,5,single room,duplex,118981
yes,Danbare,15,self contain,duplex,218914
yes,Jabulo,15,self contain,bungalow,175786
yes,Jabulo,15,single room,bungalow,116505
yes,Jabulo,15,single room,duplex,118894
yes,Danbare,10,self contain,duplex,153105
yes,Rimi gata,5,self contain,duplex,113501
yes,Rimi gata,15,self contain,duplex,220602
yes,Rimi gata,5,self contain,bungalow,213146
yes,Rimi gata,15,self contain,bungalow,239984
yes,Rimi gata,5,single room,bungalow,108685
yes,Danbare,15,single room,bungalow,139745
yes,Jabulo,10,self contain,bungalow,217578
yes,Jabulo,15,self contain,duplex,245730
yes,Rimi gata,5,single room,bungalow,107879
yes,Danbare,10,self contain,bungalow,132683
yes,Jabulo,10,self contain,duplex,240799
yes,Jabulo,15,self contain,bungalow,126115
yes,Hawa dawai ke,5,self contain,duplex,174582
yes,Jabulo,10,single room,duplex,135651
yes,Jabulo,15,single room,bungalow,120747
yes,Hawa dawai ke,10,single room,duplex,113099
yes,Danbare,15,single room,duplex,116779
yes,Jabulo,10,self contain,duplex,101774
yes,Hawa dawai ke,15,single room,duplex,116280
yes,Danbare,5,single room,duplex,143521
yes,Hawa dawai ke,15,single room,duplex,113711
yes,Jabulo,5,single room,bungalow,105829
yes,Danbare,10,single room,bungalow,119695
yes,Rimi gata,5,single room,bungalow,140808
yes,Hawa dawai ke,10,self contain,bungalow,219095
yes,Danbare,15,single room,bungalow,119020
yes,Danbare,10,single room,duplex,127305
yes,Rimi gata,15,single room,bungalow,132754
yes,Danbare,5,single room,duplex,106738
yes,Jabulo,5,single room,bungalow,105548
yes,Rimi gata,15,self contain,bungalow,117451
yes,Danbare,10,self contain,bungalow,225162
yes,Jabulo,10,single room,duplex,107671
yes,Hawa dawai ke,5,self contain,duplex,123596
yes,Jabulo,5,self contain,duplex,241642
yes,Rimi gata,10,self contain,bungalow,150244
yes,Danbare,10,single room,duplex,109720
yes,Hawa dawai ke,15,single room,duplex,138146
yes,Hawa dawai ke,10,self contain,bungalow,103249
yes,Danbare,15,single room,duplex,122135
yes,Rimi gata,10,self contain,duplex,197205
yes,Rimi gata,5,single room,duplex,131340
yes,Rimi gata,15,self contain,bungalow,113552
yes,Danbare,5,self contain,bungalow,104502
yes,Danbare,10,single room,duplex,105709
yes,Danbare,10,self contain,bungalow,192015
yes,Hawa dawai ke,10,single room,duplex,127629
yes,Danbare,10,single room,duplex,147206
yes,Jabulo,15,self contain,duplex,215012
yes,Hawa dawai ke,5,single room,duplex,124763
yes,Hawa dawai ke,10,single room,duplex,139805
yes,Rimi gata,15,self contain,duplex,223758
yes,Hawa dawai ke,10,self contain,bungalow,249444
yes,Danbare,10,self contain,bungalow,227290
yes,Danbare,5,single room,bungalow,111303
yes,Hawa dawai ke,10,single room,duplex,135804
yes,Jabulo,5,single room,duplex,140180
yes,Jabulo,15,single room,duplex,122642
yes,Danbare,10,single room,bungalow,122568
yes,Danbare,5,single room,duplex,134178
yes,Hawa dawai ke,15,self contain,bungalow,183431
yes,Rimi gata,10,self contain,bungalow,224856
yes,Jabulo,5,self contain,bungalow,218744
yes,Danbare,5,single room,duplex,148250
yes,Danbare,10,single room,duplex,135095
yes,Danbare,15,single room,bungalow,149466
yes,Jabulo,15,self contain,bungalow,145346
yes,Jabulo,15,single room,bungalow,142202
yes,Hawa dawai ke,5,single room,duplex,117208
yes,Rimi gata,15,self contain,bungalow,101351
yes,Jabulo,15,single room,duplex,117232
yes,Danbare,15,single room,bungalow,102976
yes,Jabulo,15,self contain,bungalow,180246
yes,Danbare,5,single room,duplex,134081
yes,Danbare,5,self contain,duplex,166028
yes,Jabulo,5,self contain,duplex,221653
yes,Jabulo,15,single room,duplex,143402
yes,Hawa dawai ke,10,self contain,duplex,241840
yes,Danbare,15,single room,duplex,141593
yes,Danbare,15,self contain,duplex,161119
yes,Rimi gata,15,self contain,duplex,137226
yes,Rimi gata,15,single room,bungalow,100914
yes,Rimi gata,5,single room,bungalow,144611
yes,Danbare,10,single room,bungalow,107261
yes,Rimi gata,5,self contain,duplex,176176
yes,Danbare,15,single room,duplex,104098
yes,Rimi gata,5,self contain,bungalow,112748
yes,Jabulo,10,single room,bungalow,126235
yes,Rimi gata,10,self contain,duplex,240016
yes,Jabulo,5,single room,duplex,135801
yes,Danbare,10,single room,bungalow,123888
yes,Rimi gata,15,single room,bungalow,135738
yes,Danbare,5,single room,bungalow,101065
yes,Hawa dawai ke,5,single room,bungalow,101494
yes,Hawa dawai ke,15,self contain,bungalow,217969
yes,Jabulo,5,single room,bungalow,148144
yes,Hawa dawai ke,5,single room,duplex,145775
yes,Hawa dawai ke,10,single room,duplex,116577
yes,Rimi gata,15,self contain,bungalow,126893
yes,Jabulo,10,single room,duplex,129814
yes,Danbare,15,self contain,duplex,219723
yes,Hawa dawai ke,5,self contain,bungalow,241888
yes,Rimi gata,15,single room,duplex,123236
yes,Hawa dawai ke,10,self contain,bungalow,146570
yes,Jabulo,5,self contain,bungalow,107450
yes,Danbare,10,self contain,bungalow,233946
yes,Rimi gata,15,self contain,duplex,129864
yes,Hawa dawai ke,15,self contain,bungalow,199068
yes,Hawa dawai ke,15,single room,bungalow,106048
yes,Hawa dawai ke,10,self contain,duplex,248287
yes,Rimi gata,10,single room,duplex,108002
yes,Hawa dawai ke,10,single room,duplex,123471
yes,Hawa dawai ke,10,self contain,bungalow,178532
yes,Rimi gata,10,single room,duplex,130883
yes,Danbare,15,single room,bungalow,117872
yes,Danbare,10,self contain,bungalow,198354
yes,Jabulo,15,self contain,bungalow,136884
yes,Rimi gata,10,self contain,bungalow,158582
yes,Hawa dawai ke,15,self contain,duplex,233338
yes,Rimi gata,10,single room,duplex,109585
yes,Rimi gata,10,single room,bungalow,138604
yes,Hawa dawai ke,15,self contain,bungalow,236238
yes,Hawa dawai ke,15,self contain,bungalow,105348
yes,Danbare,15,single room,bungalow,137244
yes,Danbare,15,single room,bungalow,114234
yes,Jabulo,10,single room,duplex,129348
yes,Rimi gata,10,self contain,duplex,132722
yes,Rimi gata,5,single room,bungalow,125963
yes,Danbare,10,single room,bungalow,109617
yes,Rimi gata,10,self contain,duplex,162054
yes,Danbare,15,self contain,duplex,249870
yes,Rimi gata,5,self contain,duplex,179506
yes,Jabulo,5,self contain,bungalow,154314
yes,Jabulo,5,single room,duplex,146422
yes,Hawa dawai ke,5,self contain,bungalow,185838
yes,Jabulo,10,single room,duplex,133042
yes,Hawa dawai ke,5,self contain,bungalow,168485
yes,Danbare,15,single room,bungalow,128593
yes,Hawa dawai ke,10,self contain,bungalow,175088
yes,Danbare,5,self contain,bungalow,197630
yes,Rimi gata,10,self contain,bungalow,108024
yes,Jabulo,5,self contain,duplex,101872
yes,Rimi gata,10,single room,duplex,128180
yes,Danbare,5,single room,bungalow,137269
yes,Hawa dawai ke,15,single room,bungalow,123673
yes,Rimi gata,15,single room,duplex,103466
yes,Hawa dawai ke,5,self contain,duplex,246933
yes,Danbare,10,self contain,bungalow,242214
yes,Danbare,10,self contain,duplex,146959
yes,Danbare,5,self contain,duplex,212057
yes,Rimi gata,10,single room,bungalow,133791
yes,Jabulo,10,single room,bungalow,109520
yes,Danbare,5,single room,duplex,124826
yes,Danbare,5,single room,bungalow,141835
yes,Rimi gata,5,self contain,bungalow,203494
yes,Danbare,15,self contain,bungalow,233870
yes,Danbare,5,single room,duplex,102598
yes,Hawa dawai ke,5,single room,bungalow,133655
yes,Jabulo,5,self contain,bungalow,162517
yes,Hawa dawai ke,15,single room,bungalow,112456
yes,Hawa dawai ke,10,single room,bungalow,112135
yes,Hawa dawai ke,10,single room,duplex,103352
yes,Jabulo,5,self contain,bungalow,133046
yes,Jabulo,15,self contain,bungalow,196727
yes,Rimi gata,15,single room,duplex,146918
yes,Jabulo,15,single room,bungalow,114066
yes,Danbare,5,self contain,duplex,225804
yes,Rimi gata,10,self contain,bungalow,187826
yes,Hawa dawai ke,15,self contain,duplex,235269
yes,Jabulo,15,self contain,bungalow,182912
yes,Jabulo,10,single room,bungalow,129162
yes,Danbare,15,self contain,bungalow,179180
yes,Jabulo,5,single room,duplex,117850
yes,Jabulo,10,single room,bungalow,135965
yes,Danbare,5,single room,bungalow,115512
yes,Danbare,15,self contain,bungalow,159692
yes,Rimi gata,5,single room,duplex,138020
yes,Danbare,5,single room,bungalow,112147
yes,Jabulo,15,self contain,bungalow,239198
yes,Hawa dawai ke,15,single room,bungalow,145573
yes,Hawa dawai ke,15,single room,bungalow,137747
yes,Hawa dawai ke,10,self contain,duplex,165364
yes,Danbare,10,self contain,duplex,148970
yes,Hawa dawai ke,5,self contain,bungalow,211249
yes,Danbare,10,self contain,bungalow,210703
yes,Hawa dawai ke,5,single room,bungalow,114393
yes,Jabulo,10,self contain,bungalow,134540
yes,Danbare,15,single room,duplex,109311
yes,Hawa dawai ke,5,self contain,bungalow,122866
yes,Rimi gata,5,single room,bungalow,149866
yes,Danbare,10,self contain,bungalow,239789
yes,Danbare,5,single room,duplex,130461
yes,Hawa dawai ke,5,single room,duplex,103314
yes,Hawa dawai ke,5,self contain,bungalow,109771
yes,Jabulo,15,single room,duplex,108444
yes,Rimi gata,5,self contain,bungalow,172494
yes,Danbare,5,self contain,bungalow,134868
yes,Hawa dawai ke,10,self contain,bungalow,205092
yes,Jabulo,5,self contain,bungalow,111792
yes,Hawa dawai ke,15,single room,duplex,127507
yes,Jabulo,5,single room,duplex,115826
yes,Hawa dawai ke,15,single room,bungalow,118235
yes,Jabulo,5,self contain,duplex,225853
yes,Danbare,5,single room,duplex,141308
yes,Hawa dawai ke,5,self contain,bungalow,156696
yes,Jabulo,5,self contain,bungalow,191525
yes,Danbare,10,single room,duplex,111470
yes,Danbare,15,single room,bungalow,112272
yes,Danbare,15,single room,bungalow,143136
yes,Rimi gata,5,self contain,bungalow,204694
yes,Danbare,10,self contain,duplex,226093
yes,Hawa dawai ke,5,self contain,bungalow,205826
yes,Jabulo,5,single room,duplex,100126
yes,Jabulo,5,self contain,duplex,135496
yes,Rimi gata,10,single room,bungalow,136057
yes,Danbare,10,self contain,bungalow,198033
yes,Jabulo,5,self contain,duplex,181457
yes,Danbare,10,single room,bungalow,110129
yes,Danbare,5,single room,bungalow,144641
yes,Jabulo,15,single room,bungalow,136976
yes,Hawa dawai ke,5,self contain,duplex,211357
yes,Hawa dawai ke,10,self contain,duplex,110891
yes,Rimi gata,15,self contain,duplex,192166
yes,Hawa dawai ke,5,single room,duplex,109293
yes,Danbare,5,single room,bungalow,127929
yes,Hawa dawai ke,10,single room,duplex,125626
yes,Danbare,10,single room,duplex,126339
yes,Rimi gata,10,single room,bungalow,112596
yes,Hawa dawai ke,5,self contain,bungalow,201873
yes,Danbare,5,single room,duplex,147323
yes,Danbare,10,single room,bungalow,137609
yes,Danbare,5,self contain,duplex,193322
yes,Hawa dawai ke,15,self contain,duplex,122571
yes,Danbare,15,self contain,bungalow,239707
yes,Jabulo,5,self contain,duplex,242034
yes,Danbare,10,single room,bungalow,136102
yes,Hawa dawai ke,15,single room,duplex,142717
yes,Danbare,5,self contain,duplex,128578
yes,Danbare,10,self contain,duplex,197025
yes,Jabulo,15,self contain,duplex,199230
yes,Rimi gata,10,single room,bungalow,126373
yes,Jabulo,15,single room,bungalow,114215
yes,Rimi gata,5,self contain,bungalow,135271
yes,Rimi gata,5,self contain,bungalow,105103
yes,Danbare,15,self contain,bungalow,139018
yes,Danbare,10,self contain,duplex,207624
yes,Jabulo,5,self contain,bungalow,119467
yes,Rimi gata,10,single room,bungalow,133195
yes,Hawa dawai ke,5,single room,bungalow,126595
yes,Hawa dawai ke,10,single room,bungalow,126579
yes,Jabulo,5,single room,duplex,143748
yes,Jabulo,10,single room,bungalow,123219
yes,Jabulo,10,self contain,duplex,186163
yes,Jabulo,15,single room,duplex,139813
yes,Hawa dawai ke,5,self contain,bungalow,249175
yes,Hawa dawai ke,5,single room,bungalow,142233
yes,Danbare,5,single room,duplex,138547
yes,Jabulo,5,self contain,bungalow,221146
yes,Rimi gata,15,self contain,bungalow,156075
yes,Rimi gata,10,single room,duplex,133366
yes,Hawa dawai ke,15,single room,duplex,130451
yes,Hawa dawai ke,15,single room,duplex,139066
yes,Jabulo,5,self contain,duplex,107712
yes,Danbare,15,single room,bungalow,106750
yes,Rimi gata,5,self contain,duplex,161033
yes,Jabulo,10,self contain,bungalow,105204
yes,Hawa dawai ke,10,single room,bungalow,114456
yes,Rimi gata,5,self contain,bungalow,214785
yes,Hawa dawai ke,10,single room,duplex,114710
yes,Hawa dawai ke,10,self contain,duplex,179725
yes,Jabulo,10,single room,bungalow,110824
yes,Jabulo,15,single room,bungalow,148453
yes,Jabulo,5,self contain,bungalow,132701
yes,Danbare,15,self contain,bungalow,195312
yes,Danbare,5,self contain,bungalow,234873
yes,Hawa dawai ke,10,self contain,bungalow,188977
yes,Danbare,5,single room,bungalow,128478
yes,Jabulo,10,self contain,bungalow,101783
yes,Hawa dawai ke,10,single room,bungalow,144720
yes,Danbare,15,single room,bungalow,137346
yes,Hawa dawai ke,10,self contain,duplex,102611
yes,Jabulo,15,single room,bungalow,108022
yes,Hawa dawai ke,15,single room,bungalow,118609
yes,Rimi gata,5,self contain,bungalow,136467
yes,Danbare,15,self contain,duplex,197407
yes,Danbare,10,single room,bungalow,115020
yes,Rimi gata,5,single room,duplex,149877
yes,Hawa dawai ke,10,self contain,bungalow,173113
yes,Rimi gata,15,single room,duplex,142387
yes,Jabulo,10,self contain,duplex,212157
yes,Rimi gata,10,single room,duplex,121344
yes,Hawa dawai ke,10,self contain,bungalow,233964
yes,Rimi gata,15,single room,duplex,114333
yes,Hawa dawai ke,10,self contain,bungalow,242821
yes,Rimi gata,15,single room,bungalow,130912
yes,Jabulo,10,single room,bungalow,147800
yes,Jabulo,15,single room,bungalow,118553
yes,Hawa dawai ke,10,single room,bungalow,135948
yes,Danbare,15,single room,duplex,132877
yes,Rimi gata,15,self contain,bungalow,142722
yes,Hawa dawai ke,15,single room,bungalow,109922
yes,Jabulo,10,single room,bungalow,145077
yes,Rimi gata,5,self contain,duplex,134523
yes,Jabulo,10,single room,duplex,135422
yes,Danbare,15,self contain,duplex,184967
yes,Jabulo,15,single room,bungalow,103170
yes,Danbare,10,single room,duplex,129316
yes,Jabulo,5,self contain,bungalow,234186
yes,Rimi gata,5,single room,duplex,111700
yes,Rimi gata,10,single room,bungalow,100310
yes,Danbare,5,single room,bungalow,104632
yes,Jabulo,10,self contain,duplex,113073
yes,Hawa dawai ke,5,single room,duplex,119729
yes,Jabulo,10,self contain,duplex,199326
yes,Jabulo,10,single room,bungalow,135724
yes,Danbare,10,single room,bungalow,127764
yes,Jabulo,15,self contain,bungalow,137573
yes,Rimi gata,15,single room,bungalow,134947
yes,Rimi gata,5,single room,duplex,142438
yes,Rimi gata,5,single room,duplex,107920
yes,Hawa dawai ke,5,self contain,bungalow,139925
yes,Danbare,5,self contain,duplex,117928
yes,Jabulo,5,single room,bungalow,101111
yes,Hawa dawai ke,10,self contain,bungalow,122022
yes,Rimi gata,10,single room,duplex,114490
yes,Rimi gata,15,self contain,duplex,162022
yes,Danbare,10,single room,duplex,141651
yes,Danbare,5,single room,bungalow,101019
yes,Rimi gata,5,single room,duplex,127423
yes,Danbare,5,self contain,duplex,116857
yes,Danbare,10,single room,bungalow,129175
yes,Rimi gata,5,self contain,duplex,120941
yes,Hawa dawai ke,10,single room,duplex,121815
yes,Danbare,15,self contain,duplex,173962
yes,Jabulo,15,self contain,duplex,230472
yes,Jabulo,5,self contain,bungalow,244766
yes,Rimi gata,5,single room,duplex,136647
yes,Danbare,15,single room,bungalow,102898
yes,Rimi gata,5,single room,bungalow,144564
yes,Rimi gata,5,single room,duplex,147702
yes,Rimi gata,10,single room,bungalow,130635
yes,Hawa dawai ke,10,single room,duplex,101913
yes,Danbare,5,self contain,bungalow,178512
yes,Jabulo,15,single room,duplex,148837
yes,Hawa dawai ke,10,self contain,duplex,167064
yes,Rimi gata,5,single room,duplex,102778
yes,Hawa dawai ke,5,self contain,duplex,183198
yes,Jabulo,5,single room,duplex,113820
yes,Danbare,10,self contain,duplex,110493
yes,Danbare,15,self contain,bungalow,135995
yes,Rimi gata,15,single room,duplex,129120
yes,Danbare,10,single room,bungalow,149409
yes,Hawa dawai ke,5,self contain,duplex,109737
yes,Danbare,5,self contain,bungalow,229350
yes,Jabulo,10,single room,bungalow,144631
yes,Hawa dawai ke,10,single room,bungalow,115580
yes,Hawa dawai ke,10,single room,bungalow,134171
yes,Rimi gata,5,self contain,duplex,208837
yes,Jabulo,5,self contain,duplex,136247
yes,Hawa dawai ke,5,self contain,bungalow,100081
yes,Jabulo,15,single room,bungalow,141555
yes,Jabulo,15,single room,bungalow,144484
yes,Danbare,5,self contain,duplex,111031
yes,Jabulo,15,single room,bungalow,142033
yes,Hawa dawai ke,10,single room,bungalow,133204
yes,Rimi gata,15,self contain,duplex,245477
yes,Hawa dawai ke,10,self contain,bungalow,168003
yes,Hawa dawai ke,5,self contain,bungalow,232665
yes,Jabulo,10,self contain,duplex,142641
yes,Hawa dawai ke,10,self contain,duplex,191242
yes,Jabulo,5,single room,duplex,106870
yes,Jabulo,10,self contain,duplex,195296
yes,Rimi gata,10,single room,duplex,118103
yes,Rimi gata,5,self contain,bungalow,158698
yes,Hawa dawai ke,5,self contain,bungalow,143039
yes,Rimi gata,15,single room,duplex,149793
yes,Rimi gata,15,self contain,duplex,214717
yes,Jabulo,5,single room,bungalow,127716
yes,Rimi gata,5,single room,bungalow,114862
yes,Danbare,5,single room,bungalow,130182
yes,Danbare,15,single room,duplex,138444
yes,Danbare,10,self contain,duplex,227395
yes,Hawa dawai ke,15,self contain,duplex,100832
yes,Hawa dawai ke,5,single room,bungalow,112213
yes,Jabulo,15,single room,duplex,111225
yes,Danbare,10,self contain,duplex,240621
yes,Danbare,5,single room,duplex,140263
yes,Danbare,10,single room,duplex,107747
yes,Jabulo,10,self contain,duplex,107940
yes,Rimi gata,10,single room,bungalow,137009
yes,Hawa dawai ke,5,self contain,bungalow,101719
yes,Jabulo,15,self contain,bungalow,191887
yes,Danbare,10,single room,duplex,128004
yes,Hawa dawai ke,5,self contain,duplex,200909
yes,Danbare,5,self contain,bungalow,226567
yes,Jabulo,5,self contain,bungalow,246926
yes,Rimi gata,5,self contain,duplex,194663
yes,Jabulo,10,single room,bungalow,143437
yes,Hawa dawai ke,5,self contain,bungalow,190060
yes,Hawa dawai ke,5,single room,bungalow,127196
yes,Jabulo,5,self contain,bungalow,167056
yes,Rimi gata,15,single room,bungalow,144472
yes,Rimi gata,15,self contain,duplex,158216
yes,Jabulo,10,self contain,bungalow,107041
yes,Hawa dawai ke,10,single room,bungalow,111034
yes,Jabulo,15,single room,bungalow,102548
